Priority,Payment_Name,ContractNumber,SM_ACH_Order__c,Amount,Current_Payment_Status__c,Current_Check_Collection_Status__c,Current_Return_code__c,Current_Check_Collection_Date__c,Expected_Payment_Status__c,Expected_Check_Collection_Status__c,Expected_Return_code__c,Expected_Return_Change__c,Report_Txn_Date,Report_Source_File,Report_Type,Reason,Section,Mismatch_Type,Accepted_By_Timeout_Routine,Is_Test_or_VIP_Contract,LastModifiedDate,SM_Historical_Collection_Status__c,Estado_Aplicado
T4_SUBESTADO_MENOR,PY-01765788,00311156,a048W000081mYIUQA2,69,REJECTED,PENDING,,2025-12-17,REJECTED,NOT_COLLECTED,,,2025-12-17,Check Collections Feb 2 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:56:33.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01765920,00315029,a04UU00000EgSHaYAN,75,REJECTED,PENDING,,2025-12-18,REJECTED,NOT_COLLECTED,,,2025-12-18,Check Collections Feb 3 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:57:02.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01766907,00312894,a04UU000003QdnCYAS,79,REJECTED,PENDING,,2025-12-22,REJECTED,NOT_COLLECTED,,,2025-12-22,Check Collections Feb 5 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:58:01.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769206,00312796,a04UU0000063mxVYAQ,79,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Jan 8 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769207,00313884,a04UU000007XWEnYAO,99,REJECTED,PENDING,,2025-12-26,REJECTED,NOT_COLLECTED,,,2025-12-26,Check Collections Jan 7 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:00.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769211,00314484,a04UU00000Avv8hYAB,75,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769215,00311156,a04UU00000C42NnYAJ,94,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769219,00302396,a04UU00000Et70oYAB,104,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769224,00259558,a04UU00000FbShSYAV,100,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769225,00302396,a04UU00000FbSj4YAF,104,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769226,00309104,a04UU00000FbSj5YAF,94,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769230,00311156,a04UU00000G0SSvYAN,94,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769231,00259558,a04UU00000GDiDLYA1,100,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769233,00302396,a04UU00000GDlMTYA1,104,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769235,00309104,a04UU00000GDlj3YAD,94,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01769826,00315886,a04UU00000GGKCsYAP,74.5,REJECTED,PENDING,,2025-12-30,REJECTED,NOT_COLLECTED,,,2025-12-30,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T15:00:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01770730,00313038,a04UU00000CXNrlYAH,100,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Jan 5-6 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01770732,00313038,a04UU00000DAKPOYA5,100,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Jan 5-6 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01770733,00313038,a04UU00000DllaKYAR,100,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Jan 5-6 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01770738,00313038,a04UU00000F8EgIYAV,100,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Jan 5-6 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01770741,00313038,a04UU00000FsJZlYAN,100,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Jan 5-6 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01770743,00313038,a04UU00000GUZFFYA5,100,REJECTED,PENDING,,2025-12-29,REJECTED,NOT_COLLECTED,,,2025-12-29,Check Collections Jan 5-6 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T14:59:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01770744,00302396,a04UU00000GkcaXYAR,104,REJECTED,PENDING,,2025-12-30,REJECTED,NOT_COLLECTED,,,2025-12-30,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T15:00:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01770745,00302396,a04UU00000GkcgzYAB,104,REJECTED,PENDING,,2025-12-30,REJECTED,NOT_COLLECTED,,,2025-12-30,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T15:00:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
T4_SUBESTADO_MENOR,PY-01770746,00302396,a04UU00000GkckDYAR,104,REJECTED,PENDING,,2025-12-30,REJECTED,NOT_COLLECTED,,,2025-12-30,Check Collections Feb 11-12 2026.pdf,collections,PASTDUE DATE,NOT COLLECTED,OTRO_DESAJUSTE,False,False,2026-09-09T15:00:37.000+0000,PRC_AUT: PENDING //,APLICADO 2026-09-22
