Payment_Name,Resultado,Ultimo_Estado_Indice,Fecha,Archivo_Origen,Fuente
PY-01807437,CONSISTENTE_PENDING,PENDING,2026-03-20,Check Collections Marh 23-24 2026.pdf,Collections
PY-01807442,CONSISTENTE_PENDING,PENDING,2026-03-20,Check Collections Marh 23-24 2026.pdf,Collections
PY-01807447,CONSISTENTE_PENDING,PENDING,2026-03-20,Check Collections Marh 23-24 2026.pdf,Collections
PY-01807461,CONSISTENTE_PENDING,PENDING,2026-03-20,Check Collections Marh 23-24 2026.pdf,Collections
PY-01807467,CONSISTENTE_PENDING,PENDING,2026-03-23,Check Collections Marh 23-24 2026.pdf,Collections
PY-01807469,CONSISTENTE_PENDING,PENDING,2026-03-23,Check Collections Marh 23-24 2026.pdf,Collections
PY-01807472,CONSISTENTE_PENDING,PENDING,2026-03-20,Check Collections Marh 23-24 2026.pdf,Collections
PY-01807473,CONSISTENTE_PENDING,PENDING,2026-03-20,Check Collections Marh 23-24 2026.pdf,Collections
PY-01807475,CONSISTENTE_PENDING,PENDING,2026-03-20,Check Collections Marh 23-24 2026.pdf,Collections
PY-01807494,CONSISTENTE_PENDING,PENDING,2026-03-20,Check Collections Marh 23-24 2026.pdf,Collections
PY-01809193,CONSISTENTE_PENDING,PENDING,2026-03-26,Check Collections Marh 27 2026.pdf,Collections
PY-01809194,CONSISTENTE_PENDING,PENDING,2026-03-26,Check Collections Marh 27 2026.pdf,Collections
PY-01809195,CONSISTENTE_PENDING,PENDING,2026-03-26,Check Collections Marh 27 2026.pdf,Collections
PY-01809200,CONSISTENTE_PENDING,PENDING,2026-03-26,Check Collections Marh 27 2026.pdf,Collections
PY-01809203,CONSISTENTE_PENDING,PENDING,2026-03-26,Check Collections Marh 27 2026.pdf,Collections
PY-01809207,CONSISTENTE_PENDING,PENDING,2026-03-26,Check Collections Marh 27 2026.pdf,Collections
PY-01809215,CONSISTENTE_PENDING,PENDING,2026-04-01,Check Collections April 2-3 2026.pdf,Collections
PY-01809217,CONSISTENTE_PENDING,PENDING,2026-03-25,Check Collections Marh 26 2026.pdf,Collections
PY-01810007,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810033,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810035,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810044,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810075,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810077,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810088,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810089,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810099,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810106,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810107,CONSISTENTE_PENDING,PENDING,2026-03-31,Check Collections April 1 2026.pdf,Collections
PY-01810108,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810110,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810120,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810121,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810124,CONSISTENTE_PENDING,PENDING,2026-03-31,Check Collections April 1 2026.pdf,Collections
PY-01810126,CONSISTENTE_PENDING,PENDING,2026-03-31,Check Collections April 1 2026.pdf,Collections
PY-01810134,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810152,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810154,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810182,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810183,CONSISTENTE_PENDING,PENDING,2026-05-18,Check Collections May 18-19 2026.pdf,Collections
PY-01810191,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810200,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810210,CONSISTENTE_PENDING,PENDING,2026-03-27,Check Collections Marh 30 2026.pdf,Collections
PY-01810224,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810227,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810228,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810229,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810245,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810246,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810248,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810268,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01810295,CONSISTENTE_PENDING,PENDING,2026-04-08,Check Collections April 9 2026.pdf,Collections
PY-01811155,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01811161,CONSISTENTE_PENDING,PENDING,2026-03-30,Check Collections Marh 31 2026.pdf,Collections
PY-01812393,CONSISTENTE_PENDING,PENDING,2026-03-31,Check Collections April 1 2026.pdf,Collections
PY-01812412,CONSISTENTE_PENDING,PENDING,2026-04-01,Check Collections April 2-3 2026.pdf,Collections
PY-01812515,CONSISTENTE_PENDING,PENDING,2026-04-02,Check Collections April 2-3 2026.pdf,Collections
PY-01812524,CONSISTENTE_PENDING,PENDING,2026-04-02,Check Collections April 2-3 2026.pdf,Collections
PY-01812526,CONSISTENTE_PENDING,PENDING,2026-04-02,Check Collections April 2-3 2026.pdf,Collections
PY-01812532,CONSISTENTE_PENDING,PENDING,2026-04-02,Check Collections April 2-3 2026.pdf,Collections
PY-01813500,CONSISTENTE_PENDING,PENDING,2026-04-06,Check Collections April 6-7 2026.pdf,Collections
PY-01813514,CONSISTENTE_PENDING,PENDING,2026-04-03,Check Collections April 6-7 2026.pdf,Collections
PY-01816050,CONSISTENTE_PENDING,PENDING,2026-04-13,Check Collections April 13-14 2026.pdf,Collections
PY-01816089,CONSISTENTE_PENDING,PENDING,2026-04-13,Check Collections April 13-14 2026.pdf,Collections
PY-01816090,CONSISTENTE_PENDING,PENDING,2026-04-13,Check Collections April 13-14 2026.pdf,Collections
PY-01816099,CONSISTENTE_PENDING,PENDING,2026-04-13,Check Collections April 13-14 2026.pdf,Collections
PY-01816101,CONSISTENTE_PENDING,PENDING,2026-04-10,Check Collections April 13-14 2026.pdf,Collections
PY-01817857,CONSISTENTE_PENDING,PENDING,2026-04-14,Check Collections April 15 2026.pdf,Collections
PY-01817860,CONSISTENTE_PENDING,PENDING,2026-04-14,Check Collections April 15 2026.pdf,Collections
PY-01817952,CONSISTENTE_PENDING,PENDING,2026-04-23,Check Collections April 23-27 2026.pdf,Collections
PY-01817957,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01817964,CONSISTENTE_PENDING,PENDING,2026-04-21,Check Collections April 22 2026.pdf,Collections
PY-01817974,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01817978,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01818005,CONSISTENTE_PENDING,PENDING,2026-04-15,Check Collections April 16 2026.pdf,Collections
PY-01818014,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01818015,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01818018,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01818020,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01818021,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01818022,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01818033,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01818435,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818443,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818453,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818454,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818458,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818459,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818461,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818462,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818463,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818464,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818466,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818467,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818468,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818470,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818471,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818472,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818473,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818474,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818476,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818477,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818479,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818481,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818482,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818485,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818486,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818487,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818488,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818491,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818493,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818494,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818495,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818496,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818497,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818498,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818499,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818501,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818502,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818503,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818504,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818505,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818506,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818507,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818508,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818509,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818510,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818511,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818512,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818517,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818518,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818519,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818523,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818524,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818527,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818528,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818529,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818530,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818531,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818532,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818533,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818534,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818535,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818536,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818537,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818538,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818539,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818540,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818541,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818542,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818543,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818544,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818545,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818550,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818551,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818553,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818555,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818556,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818557,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818559,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818562,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818563,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818564,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818565,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818568,CONSISTENTE_PENDING,PENDING,2026-04-16,Check Collections April 17 2026.pdf,Collections
PY-01818569,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818570,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818572,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818573,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818574,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818575,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818578,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818579,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818580,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818581,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818583,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818584,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818586,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818588,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818592,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818593,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818594,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818595,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818597,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818598,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818599,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01818600,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01819316,CONSISTENTE_PENDING,PENDING,2026-04-28,Check Collections April 29 2026.pdf,Collections
PY-01819319,CONSISTENTE_PENDING,PENDING,2026-04-17,Check Collections April 20 2026.pdf,Collections
PY-01820258,CONSISTENTE_PENDING,PENDING,2026-04-20,Check Collections April 21 2026.pdf,Collections
PY-01820260,CONSISTENTE_PENDING,PENDING,2026-04-20,Check Collections April 21 2026.pdf,Collections
PY-01821270,CONSISTENTE_PENDING,PENDING,2026-04-21,Check Collections April 22 2026.pdf,Collections
PY-01821273,CONSISTENTE_PENDING,PENDING,2026-04-21,Check Collections April 22 2026.pdf,Collections
PY-01821277,CONSISTENTE_PENDING,PENDING,2026-04-21,Check Collections April 22 2026.pdf,Collections
PY-01821287,CONSISTENTE_PENDING,PENDING,2026-04-21,Check Collections April 22 2026.pdf,Collections
PY-01821289,CONSISTENTE_PENDING,PENDING,2026-04-22,Check Collections April 23-27 2026.pdf,Collections
PY-01821294,CONSISTENTE_PENDING,PENDING,2026-04-22,Check Collections April 23-27 2026.pdf,Collections
PY-01821296,CONSISTENTE_PENDING,PENDING,2026-04-21,Check Collections April 22 2026.pdf,Collections
PY-01821301,CONSISTENTE_PENDING,PENDING,2026-04-22,Check Collections April 23-27 2026.pdf,Collections
PY-01822363,CONSISTENTE_PENDING,PENDING,2026-04-24,Check Collections April 23-27 2026.pdf,Collections
PY-01822384,CONSISTENTE_PENDING,PENDING,2026-04-24,Check Collections April 23-27 2026.pdf,Collections
PY-01824412,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824414,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824415,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824418,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824420,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824421,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824422,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824423,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824424,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824428,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824429,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824430,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824434,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824435,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824440,CONSISTENTE_PENDING,PENDING,2026-04-28,Check Collections April 29 2026.pdf,Collections
PY-01824447,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824449,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824450,CONSISTENTE_PENDING,PENDING,2026-04-28,Check Collections April 29 2026.pdf,Collections
PY-01824460,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824464,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824465,CONSISTENTE_PENDING,PENDING,2026-04-28,Check Collections April 29 2026.pdf,Collections
PY-01824468,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824470,CONSISTENTE_PENDING,PENDING,2026-04-29,Check Collections April 30 2026.pdf,Collections
PY-01824479,CONSISTENTE_PENDING,PENDING,2026-05-08,Check Collections May 11.pdf,Collections
PY-01824581,CONSISTENTE_PENDING,PENDING,2026-05-08,Check Collections May 11.pdf,Collections
PY-01824744,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824754,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824778,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824779,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824810,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824814,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824830,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824844,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824851,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824852,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824853,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824855,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824857,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824869,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824872,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824873,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824874,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824875,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824876,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824880,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824883,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824890,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824893,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824894,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824896,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824901,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824902,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824907,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824908,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824915,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824917,CONSISTENTE_PENDING,PENDING,2026-05-01,Check Collections May 1-4.pdf,Collections
PY-01824918,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824919,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824920,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
PY-01824921,CONSISTENTE_PENDING,PENDING,2026-04-30,Check Collections May 1-4.pdf,Collections
