Payment_Name,Resultado,Ultimo_Estado_Indice,Fecha,Archivo_Origen,Fuente
PY-01859657,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859659,CONSISTENTE_PENDING,PENDING,2026-07-01,Check Collections July 2 2026.pdf,Collections
PY-01859663,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859670,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859671,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859702,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859720,CONSISTENTE_PENDING,PENDING,2026-06-30,Check Collections July 1 2026.pdf,Collections
PY-01859726,CONSISTENTE_PENDING,PENDING,2026-08-11,CheckCollectionDailyReport_08122026.pdf,Collections
PY-01860322,CONSISTENTE_PENDING,PENDING,2026-07-02,Check Collections July 3 2026.pdf,Collections
PY-01861578,CONSISTENTE_PENDING,PENDING,2026-07-03,Check Collections July 6 2026.pdf,Collections
PY-01861601,CONSISTENTE_PENDING,PENDING,2026-07-06,Check Collections July 7 2026.pdf,Collections
PY-01861626,CONSISTENTE_PENDING,PENDING,2026-07-03,Check Collections July 6 2026.pdf,Collections
PY-01861633,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01865129,CONSISTENTE_PENDING,PENDING,2026-07-13,Check Collections July 14 2026.pdf,Collections
PY-01865158,CONSISTENTE_PENDING,PENDING,2026-07-13,Check Collections July 14 2026.pdf,Collections
PY-01865165,CONSISTENTE_PENDING,PENDING,2026-07-23,CheckCollectionDailyReport_07242026.pdf,Collections
PY-01865453,CONSISTENTE_PENDING,PENDING,2026-07-13,Check Collections July 14 2026.pdf,Collections
PY-01866142,CONSISTENTE_PENDING,PENDING,2026-07-14,CheckCollectionDailyReport_07152026.pdf,Collections
PY-01866150,CONSISTENTE_PENDING,PENDING,2026-07-15,CheckCollectionDailyReport_07162026.pdf,Collections
PY-01866151,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866152,CONSISTENTE_PENDING,PENDING,2026-07-15,CheckCollectionDailyReport_07162026.pdf,Collections
PY-01866274,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866279,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866286,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866293,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866296,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866297,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866322,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866323,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866338,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866368,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01866371,CONSISTENTE_PENDING,PENDING,2026-07-16,CheckCollectionDailyReport_07172026.pdf,Collections
PY-01867060,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867069,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867071,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867075,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867078,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867080,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867081,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867082,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867087,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867089,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867091,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867092,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867096,CONSISTENTE_PENDING,PENDING,2026-07-17,CheckCollectionDailyReport_07202026.pdf,Collections
PY-01867662,CONSISTENTE_PENDING,PENDING,2026-07-20,CheckCollectionDailyReport_07212026.pdf,Collections
PY-01867665,CONSISTENTE_PENDING,PENDING,2026-07-20,CheckCollectionDailyReport_07212026.pdf,Collections
PY-01867675,CONSISTENTE_PENDING,PENDING,2026-07-20,CheckCollectionDailyReport_07212026.pdf,Collections
PY-01868510,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868513,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868515,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868516,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868517,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868518,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868519,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868520,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868521,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868522,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868523,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868524,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868525,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868526,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868527,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868528,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868531,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
PY-01868532,CONSISTENTE_PENDING,PENDING,2026-07-22,CheckCollectionDailyReport_07232026.pdf,Collections
